Trade #,Type,Signal,Date/Time,Price,Contracts,Profit,Profit %,Cum. Profit
1,Entry Long,Long,N/A,127.8300,100,0.00,0.00,0.00
1,Exit Long,Close Long,2015-02-17T00:00:00.000Z,127.8300,100,0.00,0.00,0.00
2,Entry Long,Long,N/A,128.7200,100,0.00,0.00,0.00
2,Exit Long,Close Long,2015-02-18T00:00:00.000Z,128.7200,100,0.00,0.00,0.00
3,Entry Long,Long,N/A,128.4500,100,0.00,0.00,0.00
3,Exit Long,Close Long,2015-02-19T00:00:00.000Z,128.4500,100,0.00,0.00,0.00
4,Entry Long,Long,N/A,129.5000,100,0.00,0.00,0.00
4,Exit Long,Close Long,2015-02-20T00:00:00.000Z,129.5000,100,0.00,0.00,0.00
5,Entry Long,Long,N/A,133.0000,100,0.00,0.00,0.00
5,Exit Long,Close Long,2015-02-23T00:00:00.000Z,133.0000,100,0.00,0.00,0.00
6,Entry Long,Long,N/A,132.1700,100,0.00,0.00,0.00
6,Exit Long,Close Long,2015-02-24T00:00:00.000Z,132.1700,100,0.00,0.00,0.00
7,Entry Long,Long,N/A,128.7900,100,0.00,0.00,0.00
7,Exit Long,Close Long,2015-02-25T00:00:00.000Z,128.7900,100,0.00,0.00,0.00
8,Entry Long,Long,N/A,130.4200,100,0.00,0.00,0.00
8,Exit Long,Close Long,2015-02-26T00:00:00.000Z,130.4200,100,0.00,0.00,0.00
9,Entry Long,Long,N/A,128.4600,100,0.00,0.00,0.00
9,Exit Long,Close Long,2015-02-27T00:00:00.000Z,128.4600,100,0.00,0.00,0.00
10,Entry Long,Long,N/A,129.0900,100,0.00,0.00,0.00
10,Exit Long,Close Long,2015-03-02T00:00:00.000Z,129.0900,100,0.00,0.00,0.00
11,Entry Long,Long,N/A,129.3600,100,0.00,0.00,0.00
11,Exit Long,Close Long,2015-03-03T00:00:00.000Z,129.3600,100,0.00,0.00,0.00
12,Entry Long,Long,N/A,128.5400,100,0.00,0.00,0.00
12,Exit Long,Close Long,2015-03-04T00:00:00.000Z,128.5400,100,0.00,0.00,0.00
13,Entry Long,Long,N/A,126.4100,100,0.00,0.00,0.00
13,Exit Long,Close Long,2015-03-05T00:00:00.000Z,126.4100,100,-0.00,-0.00,0.00
14,Entry Long,Long,N/A,126.6000,100,0.00,0.00,0.00
14,Exit Long,Close Long,2015-03-06T00:00:00.000Z,126.6000,100,0.00,0.00,0.00
15,Entry Long,Long,N/A,127.1400,100,0.00,0.00,0.00
15,Exit Long,Close Long,2015-03-09T00:00:00.000Z,127.1400,100,0.00,0.00,0.00
16,Entry Long,Long,N/A,124.5100,100,0.00,0.00,0.00
16,Exit Long,Close Long,2015-03-10T00:00:00.000Z,124.5100,100,0.00,0.00,0.00
17,Entry Long,Long,N/A,122.2400,100,0.00,0.00,0.00
17,Exit Long,Close Long,2015-03-11T00:00:00.000Z,122.2400,100,0.00,0.00,0.00
18,Entry Long,Long,N/A,124.4500,100,0.00,0.00,0.00
18,Exit Long,Close Long,2015-03-12T00:00:00.000Z,124.4500,100,0.00,0.00,0.00
19,Entry Long,Long,N/A,123.5900,100,0.00,0.00,0.00
19,Exit Long,Close Long,2015-03-13T00:00:00.000Z,123.5900,100,0.00,0.00,0.00
20,Entry Long,Long,N/A,124.9500,100,0.00,0.00,0.00
20,Exit Long,Close Long,2015-03-16T00:00:00.000Z,124.9500,100,0.00,0.00,0.00
21,Entry Long,Long,N/A,127.0400,100,0.00,0.00,0.00
21,Exit Long,Close Long,2015-03-17T00:00:00.000Z,127.0400,100,-0.00,-0.00,0.00
22,Entry Long,Long,N/A,128.4700,100,0.00,0.00,0.00
22,Exit Long,Close Long,2015-03-18T00:00:00.000Z,128.4700,100,0.00,0.00,0.00
23,Entry Long,Long,N/A,127.5000,100,0.00,0.00,0.00
23,Exit Long,Close Long,2015-03-19T00:00:00.000Z,127.5000,100,0.00,0.00,0.00
24,Entry Long,Long,N/A,125.9000,100,0.00,0.00,0.00
24,Exit Long,Close Long,2015-03-20T00:00:00.000Z,125.9000,100,0.00,0.00,0.00
25,Entry Long,Long,N/A,127.2100,100,0.00,0.00,0.00
25,Exit Long,Close Long,2015-03-23T00:00:00.000Z,127.2100,100,0.00,0.00,0.00
26,Entry Long,Long,N/A,126.6900,100,0.00,0.00,0.00
26,Exit Long,Close Long,2015-03-24T00:00:00.000Z,126.6900,100,0.00,0.00,0.00
27,Entry Long,Long,N/A,123.3800,100,0.00,0.00,0.00
27,Exit Long,Close Long,2015-03-25T00:00:00.000Z,123.3800,100,0.00,0.00,0.00
28,Entry Long,Long,N/A,124.2400,100,0.00,0.00,0.00
28,Exit Long,Close Long,2015-03-26T00:00:00.000Z,124.2400,100,0.00,0.00,0.00
29,Entry Long,Long,N/A,123.2500,100,0.00,0.00,0.00
29,Exit Long,Close Long,2015-03-27T00:00:00.000Z,123.2500,100,0.00,0.00,0.00
30,Entry Long,Long,N/A,126.3700,100,0.00,0.00,0.00
30,Exit Long,Close Long,2015-03-30T00:00:00.000Z,126.3700,100,0.00,0.00,0.00
31,Entry Long,Long,N/A,124.4300,100,0.00,0.00,0.00
31,Exit Long,Close Long,2015-03-31T00:00:00.000Z,124.4300,100,0.00,0.00,0.00
32,Entry Long,Long,N/A,124.2500,100,0.00,0.00,0.00
32,Exit Long,Close Long,2015-04-01T00:00:00.000Z,124.2500,100,0.00,0.00,0.00
33,Entry Long,Long,N/A,125.3200,100,0.00,0.00,0.00
33,Exit Long,Close Long,2015-04-02T00:00:00.000Z,125.3200,100,0.00,0.00,0.00
34,Entry Long,Long,N/A,127.3500,100,0.00,0.00,0.00
34,Exit Long,Close Long,2015-04-06T00:00:00.000Z,127.3500,100,0.00,0.00,0.00
35,Entry Long,Long,N/A,126.0100,100,0.00,0.00,0.00
35,Exit Long,Close Long,2015-04-07T00:00:00.000Z,126.0100,100,0.00,0.00,0.00
36,Entry Long,Long,N/A,125.6000,100,0.00,0.00,0.00
36,Exit Long,Close Long,2015-04-08T00:00:00.000Z,125.6000,100,0.00,0.00,0.00
37,Entry Long,Long,N/A,126.5600,100,0.00,0.00,0.00
37,Exit Long,Close Long,2015-04-09T00:00:00.000Z,126.5600,100,0.00,0.00,0.00
38,Entry Long,Long,N/A,127.1000,100,0.00,0.00,0.00
38,Exit Long,Close Long,2015-04-10T00:00:00.000Z,127.1000,100,0.00,0.00,0.00
39,Entry Long,Long,N/A,126.8500,100,0.00,0.00,0.00
39,Exit Long,Close Long,2015-04-13T00:00:00.000Z,126.8500,100,0.00,0.00,0.00
40,Entry Long,Long,N/A,126.3000,100,0.00,0.00,0.00
40,Exit Long,Close Long,2015-04-14T00:00:00.000Z,126.3000,100,0.00,0.00,0.00
41,Entry Long,Long,N/A,126.7800,100,0.00,0.00,0.00
41,Exit Long,Close Long,2015-04-15T00:00:00.000Z,126.7800,100,0.00,0.00,0.00
42,Entry Long,Long,N/A,126.1700,100,0.00,0.00,0.00
42,Exit Long,Close Long,2015-04-16T00:00:00.000Z,126.1700,100,-0.00,-0.00,0.00
43,Entry Long,Long,N/A,124.7500,100,0.00,0.00,0.00
43,Exit Long,Close Long,2015-04-17T00:00:00.000Z,124.7500,100,0.00,0.00,0.00
44,Entry Long,Long,N/A,127.6000,100,0.00,0.00,0.00
44,Exit Long,Close Long,2015-04-20T00:00:00.000Z,127.6000,100,0.00,0.00,0.00
45,Entry Long,Long,N/A,126.9100,100,0.00,0.00,0.00
45,Exit Long,Close Long,2015-04-21T00:00:00.000Z,126.9100,100,-0.00,-0.00,-0.00
46,Entry Long,Long,N/A,128.6200,100,0.00,0.00,-0.00
46,Exit Long,Close Long,2015-04-22T00:00:00.000Z,128.6200,100,0.00,0.00,-0.00
47,Entry Long,Long,N/A,129.6700,100,0.00,0.00,-0.00
47,Exit Long,Close Long,2015-04-23T00:00:00.000Z,129.6700,100,0.00,0.00,-0.00
48,Entry Long,Long,N/A,130.2800,100,0.00,0.00,-0.00
48,Exit Long,Close Long,2015-04-24T00:00:00.000Z,130.2800,100,0.00,0.00,-0.00
49,Entry Long,Long,N/A,132.6500,100,0.00,0.00,-0.00
49,Exit Long,Close Long,2015-04-27T00:00:00.000Z,132.6500,100,0.00,0.00,-0.00
50,Entry Long,Long,N/A,130.5600,100,0.00,0.00,-0.00
50,Exit Long,Close Long,2015-04-28T00:00:00.000Z,130.5600,100,0.00,0.00,-0.00
51,Entry Long,Long,N/A,128.6400,100,0.00,0.00,-0.00
51,Exit Long,Close Long,2015-04-29T00:00:00.000Z,128.6400,100,0.00,0.00,-0.00
52,Entry Long,Long,N/A,125.1500,100,0.00,0.00,-0.00
52,Exit Long,Close Long,2015-04-30T00:00:00.000Z,125.1500,100,0.00,0.00,-0.00
53,Entry Long,Long,N/A,128.9500,100,0.00,0.00,-0.00
53,Exit Long,Close Long,2015-05-01T00:00:00.000Z,128.9500,100,0.00,0.00,-0.00
54,Entry Long,Long,N/A,128.7000,100,0.00,0.00,-0.00
54,Exit Long,Close Long,2015-05-04T00:00:00.000Z,128.7000,100,0.00,0.00,-0.00
55,Entry Long,Long,N/A,125.8000,100,0.00,0.00,-0.00
55,Exit Long,Close Long,2015-05-05T00:00:00.000Z,125.8000,100,0.00,0.00,-0.00
56,Entry Long,Long,N/A,125.0100,100,0.00,0.00,-0.00
56,Exit Long,Close Long,2015-05-06T00:00:00.000Z,125.0100,100,0.00,0.00,-0.00
57,Entry Long,Long,N/A,125.2600,100,0.00,0.00,-0.00
57,Exit Long,Close Long,2015-05-07T00:00:00.000Z,125.2600,100,0.00,0.00,-0.00
58,Entry Long,Long,N/A,127.6200,100,0.00,0.00,-0.00
58,Exit Long,Close Long,2015-05-08T00:00:00.000Z,127.6200,100,0.00,0.00,-0.00
59,Entry Long,Long,N/A,126.3200,100,0.00,0.00,-0.00
59,Exit Long,Close Long,2015-05-11T00:00:00.000Z,126.3200,100,0.00,0.00,-0.00
60,Entry Long,Long,N/A,125.8700,100,0.00,0.00,-0.00
60,Exit Long,Close Long,2015-05-12T00:00:00.000Z,125.8700,100,0.00,0.00,-0.00
61,Entry Long,Long,N/A,126.0100,100,0.00,0.00,-0.00
61,Exit Long,Close Long,2015-05-13T00:00:00.000Z,126.0100,100,0.00,0.00,-0.00
62,Entry Long,Long,N/A,128.9500,100,0.00,0.00,-0.00
62,Exit Long,Close Long,2015-05-14T00:00:00.000Z,128.9500,100,0.00,0.00,-0.00
63,Entry Long,Long,N/A,128.7700,100,0.00,0.00,-0.00
63,Exit Long,Close Long,2015-05-15T00:00:00.000Z,128.7700,100,0.00,0.00,-0.00
64,Entry Long,Long,N/A,130.1900,100,0.00,0.00,-0.00
64,Exit Long,Close Long,2015-05-18T00:00:00.000Z,130.1900,100,0.00,0.00,-0.00
65,Entry Long,Long,N/A,130.0700,100,0.00,0.00,-0.00
65,Exit Long,Close Long,2015-05-19T00:00:00.000Z,130.0700,100,0.00,0.00,-0.00
66,Entry Long,Long,N/A,130.0600,100,0.00,0.00,-0.00
66,Exit Long,Close Long,2015-05-20T00:00:00.000Z,130.0600,100,0.00,0.00,-0.00
67,Entry Long,Long,N/A,131.3900,100,0.00,0.00,-0.00
67,Exit Long,Close Long,2015-05-21T00:00:00.000Z,131.3900,100,0.00,0.00,-0.00
68,Entry Long,Long,N/A,132.5400,100,0.00,0.00,-0.00
68,Exit Long,Close Long,2015-05-22T00:00:00.000Z,132.5400,100,0.00,0.00,-0.00
69,Entry Long,Long,N/A,129.6200,100,0.00,0.00,-0.00
69,Exit Long,Close Long,2015-05-26T00:00:00.000Z,129.6200,100,0.00,0.00,-0.00
70,Entry Long,Long,N/A,132.0400,100,0.00,0.00,-0.00
70,Exit Long,Close Long,2015-05-27T00:00:00.000Z,132.0400,100,0.00,0.00,-0.00
71,Entry Long,Long,N/A,131.7800,100,0.00,0.00,-0.00
71,Exit Long,Close Long,2015-05-28T00:00:00.000Z,131.7800,100,0.00,0.00,-0.00
72,Entry Long,Long,N/A,130.2800,100,0.00,0.00,-0.00
72,Exit Long,Close Long,2015-05-29T00:00:00.000Z,130.2800,100,0.00,0.00,-0.00
73,Entry Long,Long,N/A,130.5400,100,0.00,0.00,-0.00
73,Exit Long,Close Long,2015-06-01T00:00:00.000Z,130.5400,100,0.00,0.00,-0.00
74,Entry Long,Long,N/A,129.9600,100,0.00,0.00,-0.00
74,Exit Long,Close Long,2015-06-02T00:00:00.000Z,129.9600,100,0.00,0.00,-0.00
75,Entry Long,Long,N/A,130.1200,100,0.00,0.00,-0.00
75,Exit Long,Close Long,2015-06-03T00:00:00.000Z,130.1200,100,0.00,0.00,-0.00
76,Entry Long,Long,N/A,129.3600,100,0.00,0.00,-0.00
76,Exit Long,Close Long,2015-06-04T00:00:00.000Z,129.3600,100,0.00,0.00,-0.00
77,Entry Long,Long,N/A,128.6500,100,0.00,0.00,-0.00
77,Exit Long,Close Long,2015-06-05T00:00:00.000Z,128.6500,100,0.00,0.00,-0.00
78,Entry Long,Long,N/A,127.8000,100,0.00,0.00,-0.00
78,Exit Long,Close Long,2015-06-08T00:00:00.000Z,127.8000,100,0.00,0.00,-0.00
79,Entry Long,Long,N/A,127.4200,100,0.00,0.00,-0.00
79,Exit Long,Close Long,2015-06-09T00:00:00.000Z,127.4200,100,-0.00,-0.00,-0.00
80,Entry Long,Long,N/A,128.8800,100,0.00,0.00,-0.00
80,Exit Long,Close Long,2015-06-10T00:00:00.000Z,128.8800,100,0.00,0.00,-0.00
81,Entry Long,Long,N/A,128.5900,100,0.00,0.00,-0.00
81,Exit Long,Close Long,2015-06-11T00:00:00.000Z,128.5900,100,0.00,0.00,-0.00
82,Entry Long,Long,N/A,127.1700,100,0.00,0.00,-0.00
82,Exit Long,Close Long,2015-06-12T00:00:00.000Z,127.1700,100,-0.00,-0.00,-0.00
83,Entry Long,Long,N/A,126.9200,100,0.00,0.00,-0.00
83,Exit Long,Close Long,2015-06-15T00:00:00.000Z,126.9200,100,-0.00,-0.00,-0.00
84,Entry Long,Long,N/A,127.6000,100,0.00,0.00,-0.00
84,Exit Long,Close Long,2015-06-16T00:00:00.000Z,127.6000,100,0.00,0.00,-0.00
85,Entry Long,Long,N/A,127.3000,100,0.00,0.00,-0.00
85,Exit Long,Close Long,2015-06-17T00:00:00.000Z,127.3000,100,0.00,0.00,-0.00
86,Entry Long,Long,N/A,127.8800,100,0.00,0.00,-0.00
86,Exit Long,Close Long,2015-06-18T00:00:00.000Z,127.8800,100,0.00,0.00,-0.00
87,Entry Long,Long,N/A,126.6000,100,0.00,0.00,-0.00
87,Exit Long,Close Long,2015-06-19T00:00:00.000Z,126.6000,100,0.00,0.00,-0.00
88,Entry Long,Long,N/A,127.6100,100,0.00,0.00,-0.00
88,Exit Long,Close Long,2015-06-22T00:00:00.000Z,127.6100,100,0.00,0.00,-0.00
89,Entry Long,Long,N/A,127.0300,100,0.00,0.00,-0.00
89,Exit Long,Close Long,2015-06-23T00:00:00.000Z,127.0300,100,0.00,0.00,-0.00
90,Entry Long,Long,N/A,128.1100,100,0.00,0.00,-0.00
90,Exit Long,Close Long,2015-06-24T00:00:00.000Z,128.1100,100,0.00,0.00,-0.00
91,Entry Long,Long,N/A,127.5000,100,0.00,0.00,-0.00
91,Exit Long,Close Long,2015-06-25T00:00:00.000Z,127.5000,100,0.00,0.00,-0.00
92,Entry Long,Long,N/A,126.7500,100,0.00,0.00,-0.00
92,Exit Long,Close Long,2015-06-26T00:00:00.000Z,126.7500,100,0.00,0.00,-0.00
93,Entry Long,Long,N/A,124.5300,100,0.00,0.00,-0.00
93,Exit Long,Close Long,2015-06-29T00:00:00.000Z,124.5300,100,0.00,0.00,-0.00
94,Entry Long,Long,N/A,125.4300,100,0.00,0.00,-0.00
94,Exit Long,Close Long,2015-06-30T00:00:00.000Z,125.4300,100,0.00,0.00,-0.00
95,Entry Long,Long,N/A,126.6000,100,0.00,0.00,-0.00
95,Exit Long,Close Long,2015-07-01T00:00:00.000Z,126.6000,100,0.00,0.00,-0.00
96,Entry Long,Long,N/A,126.4400,100,0.00,0.00,-0.00
96,Exit Long,Close Long,2015-07-02T00:00:00.000Z,126.4400,100,0.00,0.00,-0.00
97,Entry Long,Long,N/A,126.0000,100,0.00,0.00,-0.00
97,Exit Long,Close Long,2015-07-06T00:00:00.000Z,126.0000,100,0.00,0.00,-0.00
98,Entry Long,Long,N/A,125.6900,100,0.00,0.00,-0.00
98,Exit Long,Close Long,2015-07-07T00:00:00.000Z,125.6900,100,0.00,0.00,-0.00
99,Entry Long,Long,N/A,122.5700,100,0.00,0.00,-0.00
99,Exit Long,Close Long,2015-07-08T00:00:00.000Z,122.5700,100,0.00,0.00,-0.00
100,Entry Long,Long,N/A,120.0700,100,0.00,0.00,-0.00
100,Exit Long,Close Long,2015-07-09T00:00:00.000Z,120.0700,100,0.00,0.00,-0.00
101,Entry Long,Long,N/A,123.2800,100,0.00,0.00,-0.00
101,Exit Long,Close Long,2015-07-10T00:00:00.000Z,123.2800,100,0.00,0.00,-0.00
102,Entry Long,Long,N/A,125.6600,100,0.00,0.00,-0.00
102,Exit Long,Close Long,2015-07-13T00:00:00.000Z,125.6600,100,-0.00,-0.00,-0.00
103,Entry Long,Long,N/A,125.6100,100,0.00,0.00,-0.00
103,Exit Long,Close Long,2015-07-14T00:00:00.000Z,125.6100,100,0.00,0.00,-0.00
104,Entry Long,Long,N/A,126.8200,100,0.00,0.00,-0.00
104,Exit Long,Close Long,2015-07-15T00:00:00.000Z,126.8200,100,0.00,0.00,-0.00
105,Entry Long,Long,N/A,128.5100,100,0.00,0.00,-0.00
105,Exit Long,Close Long,2015-07-16T00:00:00.000Z,128.5100,100,0.00,0.00,-0.00
106,Entry Long,Long,N/A,129.6200,100,0.00,0.00,-0.00
106,Exit Long,Close Long,2015-07-17T00:00:00.000Z,129.6200,100,0.00,0.00,-0.00
107,Entry Long,Long,N/A,132.0700,100,0.00,0.00,-0.00
107,Exit Long,Close Long,2015-07-20T00:00:00.000Z,132.0700,100,0.00,0.00,-0.00
108,Entry Long,Long,N/A,130.7500,100,0.00,0.00,-0.00
108,Exit Long,Close Long,2015-07-21T00:00:00.000Z,130.7500,100,0.00,0.00,-0.00
109,Entry Long,Long,N/A,125.2200,100,0.00,0.00,-0.00
109,Exit Long,Close Long,2015-07-22T00:00:00.000Z,125.2200,100,0.00,0.00,-0.00
110,Entry Long,Long,N/A,125.1600,100,0.00,0.00,-0.00
110,Exit Long,Close Long,2015-07-23T00:00:00.000Z,125.1600,100,-0.00,-0.00,-0.00
111,Entry Long,Long,N/A,124.5000,100,0.00,0.00,-0.00
111,Exit Long,Close Long,2015-07-24T00:00:00.000Z,124.5000,100,0.00,0.00,-0.00
112,Entry Long,Long,N/A,122.7700,100,0.00,0.00,-0.00
112,Exit Long,Close Long,2015-07-27T00:00:00.000Z,122.7700,100,0.00,0.00,-0.00
113,Entry Long,Long,N/A,123.3800,100,0.00,0.00,-0.00
113,Exit Long,Close Long,2015-07-28T00:00:00.000Z,123.3800,100,0.00,0.00,-0.00
114,Entry Long,Long,N/A,122.9900,100,0.00,0.00,-0.00
114,Exit Long,Close Long,2015-07-29T00:00:00.000Z,122.9900,100,0.00,0.00,-0.00
115,Entry Long,Long,N/A,122.3700,100,0.00,0.00,-0.00
115,Exit Long,Close Long,2015-07-30T00:00:00.000Z,122.3700,100,0.00,0.00,-0.00
116,Entry Long,Long,N/A,121.3000,100,0.00,0.00,-0.00
116,Exit Long,Close Long,2015-07-31T00:00:00.000Z,121.3000,100,0.00,0.00,-0.00
117,Entry Long,Long,N/A,118.4400,100,0.00,0.00,-0.00
117,Exit Long,Close Long,2015-08-03T00:00:00.000Z,118.4400,100,0.00,0.00,-0.00
118,Entry Long,Long,N/A,114.6400,100,0.00,0.00,-0.00
118,Exit Long,Close Long,2015-08-04T00:00:00.000Z,114.6400,100,0.00,0.00,-0.00
119,Entry Long,Long,N/A,115.4000,100,0.00,0.00,-0.00
119,Exit Long,Close Long,2015-08-05T00:00:00.000Z,115.4000,100,0.00,0.00,-0.00
120,Entry Long,Long,N/A,115.1300,100,0.00,0.00,-0.00
120,Exit Long,Close Long,2015-08-06T00:00:00.000Z,115.1300,100,0.00,0.00,-0.00
121,Entry Long,Long,N/A,115.5200,100,0.00,0.00,-0.00
121,Exit Long,Close Long,2015-08-07T00:00:00.000Z,115.5200,100,0.00,0.00,-0.00
122,Entry Long,Long,N/A,119.7200,100,0.00,0.00,-0.00
122,Exit Long,Close Long,2015-08-10T00:00:00.000Z,119.7200,100,0.00,0.00,-0.00
123,Entry Long,Long,N/A,113.4900,100,0.00,0.00,-0.00
123,Exit Long,Close Long,2015-08-11T00:00:00.000Z,113.4900,100,0.00,0.00,-0.00
124,Entry Long,Long,N/A,115.2400,100,0.00,0.00,-0.00
124,Exit Long,Close Long,2015-08-12T00:00:00.000Z,115.2400,100,0.00,0.00,-0.00
125,Entry Long,Long,N/A,115.1500,100,0.00,0.00,-0.00
125,Exit Long,Close Long,2015-08-13T00:00:00.000Z,115.1500,100,0.00,0.00,-0.00
126,Entry Long,Long,N/A,115.9600,100,0.00,0.00,-0.00
126,Exit Long,Close Long,2015-08-14T00:00:00.000Z,115.9600,100,0.00,0.00,-0.00
127,Entry Long,Long,N/A,117.1600,100,0.00,0.00,-0.00
127,Exit Long,Close Long,2015-08-17T00:00:00.000Z,117.1600,100,-0.00,-0.00,-0.00
128,Entry Long,Long,N/A,116.5000,100,0.00,0.00,-0.00
128,Exit Long,Close Long,2015-08-18T00:00:00.000Z,116.5000,100,0.00,0.00,-0.00
129,Entry Long,Long,N/A,115.0100,100,0.00,0.00,-0.00
129,Exit Long,Close Long,2015-08-19T00:00:00.000Z,115.0100,100,0.00,0.00,-0.00
130,Entry Long,Long,N/A,112.6500,100,0.00,0.00,-0.00
130,Exit Long,Close Long,2015-08-20T00:00:00.000Z,112.6500,100,0.00,0.00,-0.00
131,Entry Long,Long,N/A,105.7600,100,0.00,0.00,-0.00
131,Exit Long,Close Long,2015-08-21T00:00:00.000Z,105.7600,100,0.00,0.00,-0.00
132,Entry Long,Long,N/A,103.1200,100,0.00,0.00,-0.00
132,Exit Long,Close Long,2015-08-24T00:00:00.000Z,103.1200,100,0.00,0.00,-0.00
133,Entry Long,Long,N/A,103.7400,100,0.00,0.00,-0.00
133,Exit Long,Close Long,2015-08-25T00:00:00.000Z,103.7400,100,0.00,0.00,-0.00
134,Entry Long,Long,N/A,109.6900,100,0.00,0.00,-0.00
134,Exit Long,Close Long,2015-08-26T00:00:00.000Z,109.6900,100,0.00,0.00,-0.00
135,Entry Long,Long,N/A,112.9200,100,0.00,0.00,-0.00
135,Exit Long,Close Long,2015-08-27T00:00:00.000Z,112.9200,100,-0.00,-0.00,-0.00
136,Entry Long,Long,N/A,113.2900,100,0.00,0.00,-0.00
136,Exit Long,Close Long,2015-08-28T00:00:00.000Z,113.2900,100,-0.00,-0.00,-0.00
137,Entry Long,Long,N/A,112.7600,100,0.00,0.00,-0.00
137,Exit Long,Close Long,2015-08-31T00:00:00.000Z,112.7600,100,0.00,0.00,-0.00
138,Entry Long,Long,N/A,107.7200,100,0.00,0.00,-0.00
138,Exit Long,Close Long,2015-09-01T00:00:00.000Z,107.7200,100,0.00,0.00,-0.00
139,Entry Long,Long,N/A,112.3400,100,0.00,0.00,-0.00
139,Exit Long,Close Long,2015-09-02T00:00:00.000Z,112.3400,100,0.00,0.00,-0.00
140,Entry Long,Long,N/A,110.3700,100,0.00,0.00,-0.00
140,Exit Long,Close Long,2015-09-03T00:00:00.000Z,110.3700,100,0.00,0.00,-0.00
